Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
URRE,"Uranium Resources, Inc.",1.43,$35.33M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/urre
UONE,"Urban One, Inc. ",2.1,$101.47M,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/uone
UONEK,"Urban One, Inc. ",2.15,$103.88M,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/uonek
URBN,"Urban Outfitters, Inc.",18.41,$2.13B,1993,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/urbn
URGN,UroGen Pharma Ltd.,19.34,$231.55M,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/urgn
ECOL,"US Ecology, Inc.",51.55,$1.12B,n/a,Public Utilities,Environmental Services,http://www.nasdaq.com/symbol/ecol
USAT,"USA Technologies, Inc.",5.25,$211.74M,n/a,Miscellaneous,Office Equipment/Supplies/Services,http://www.nasdaq.com/symbol/usat
USATP,"USA Technologies, Inc.",22.05,$9.81M,n/a,Miscellaneous,Office Equipment/Supplies/Services,http://www.nasdaq.com/symbol/usatp
USAK,"USA Truck, Inc.",8.64,$70.83M,1992,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/usak
UTMD,"Utah Medical Products, Inc.",71.9,$267.19M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/utmd
UTSI,UTStarcom Holdings Corp,2.29,$83.49M,2000,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/utsi
VLRX,"Valeritas Holdings, Inc.",6.7816,$46.41M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/vlrx
VALX,Validea Market Legends ETF,26.671,$22.67M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/valx
VALU,"Value Line, Inc.",17.43,$169.33M,1983,Finance,Investment Managers,http://www.nasdaq.com/symbol/valu
VNDA,Vanda Pharmaceuticals Inc.,16.8,$748.48M,2006,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/vnda
BBH,VanEck Vectors Biotech ETF,125.94,$679.64M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bbh
GNRX,VanEck Vectors Generic Drugs ETF,22.6,$3.39M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gnrx
PPH,VanEck Vectors Pharmaceutical ETF,58.02,$277.81M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pph
VWOB,Vanguard Emerging Markets Government Bond ETF,79.1,$997.61M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vwob
VNQI,Vanguard Global ex-U.S. Real Estate ETF,55.62,$4.34B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vnqi
VGIT,Vanguard Intermediate -Term Government Bond ETF,64.39,$1.21B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vgit
VCIT,Vanguard Intermediate-Term Corporate Bond ETF,87.09,$15.17B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vcit
VIGI,Vanguard International Dividend Appreciation ETF,60.93,$418.55M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vigi
VYMI,Vanguard International High Dividend Yield ETF,62.51,$412.39M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vymi
VCLT,Vanguard Long-Term Corporate Bond ETF,92.27,$1.96B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vclt
VGLT,Vanguard Long-Term Government Bond ETF,75.77,$482.35M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vglt
VMBS,Vanguard Mortgage-Backed Securities ETF,52.47,$4.11B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vmbs
VONE,Vanguard Russell 1000 ETF,111.2,$697.78M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vone
VONG,Vanguard Russell 1000 Growth ETF,121.9,$1.18B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vong
VONV,Vanguard Russell 1000 Value ETF,101.09,$1.08B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vonv
VTWO,Vanguard Russell 2000 ETF,112.85,$1.05B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vtwo
VTWG,Vanguard Russell 2000 Growth ETF,122.63,$187.01M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vtwg
VTWV,Vanguard Russell 2000 Value ETF,102.66,$166.82M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vtwv
VTHR,Vanguard Russell 3000 ETF,111.25,$492.28M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vthr
VCSH,Vanguard Short-Term Corporate Bond ETF,79.82,$19.59B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vcsh
VGSH,Vanguard Short-Term Government ETF,60.7,$1.53B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vgsh
VTIP,Vanguard Short-Term Inflation-Protected Securities Index Fund,49.17,$3.59B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vtip
BNDX,Vanguard Total International Bond ETF,54.03,$7.61B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bndx
VXUS,Vanguard Total International Stock ETF,51.72,$8.58B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vxus
VEAC,Vantage Energy Acquisition Corp.,9.75,$672.75M,2017,Finance,Business Services,http://www.nasdaq.com/symbol/veac
VEACU,Vantage Energy Acquisition Corp.,10.15,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/veacu
VEACW,Vantage Energy Acquisition Corp.,1.3,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/veacw
VREX,Varex Imaging Corporation,33.68,$1.27B,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/vrex
VRNS,"Varonis Systems, Inc.",37.65,$1.02B,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/vrns
VDSI,"VASCO Data Security International, Inc.",13.9,$558.75M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/vdsi
VBLT,Vascular Biogenics Ltd.,4.5,$121.06M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/vblt
VBIV,"VBI Vaccines, Inc.",4.39,$175.87M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/vbiv
WOOF,VCA Inc. ,92.63,$7.53B,2001,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/woof
VECO,Veeco Instruments Inc.,28.4,$1.15B,1994,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/veco
DGLD,VelocityShares 3x Inverse Gold ETN,54.57,$17.95M,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/dgld
DSLV,VelocityShares 3x Inverse Silver ETN,32.58,$11.86M,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/dslv
UGLD,VelocityShares 3x Long Gold ETN,9.3,$88.03M,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/ugld
USLV,VelocityShares 3x Long Silver ETN,9.61,$226.48M,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/uslv
TVIZ,VelocityShares Daily 2x VIX Medium-Term ETN,16.14,$2.14M,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/tviz
TVIX,VelocityShares Daily 2x VIX Short-Term ETN,22.17,$240.18M,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/tvix
ZIV,VelocityShares Daily Inverse VIX Medium-Term ETN,68.76,$152.85M,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/ziv
XIV,VelocityShares Daily Inverse VIX Short-Term ETN,80.91,$729.72M,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/xiv
VIIZ,VelocityShares VIX Medium-Term ETN,8.03,$1.12M,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/viiz
VIIX,VelocityShares VIX Short-Term ETN,22.12,$13.48M,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/viix
VEON,VEON Ltd.,3.92,$6.86B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/veon
VRA,"Vera Bradley, Inc.",9.67,$349.61M,2010,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/vra
VCYT,"Veracyte, Inc.",7.71,$261.14M,2013,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/vcyt
VSTM,"Verastem, Inc.",3.62,$133.91M,2012,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/vstm
VCEL,Vericel Corporation,3.5,$114.68M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/vcel
VRNT,Verint Systems Inc.,40.15,$2.52B,2002,Technology,EDP Services,http://www.nasdaq.com/symbol/vrnt
VRSN,"VeriSign, Inc.",94.42,$9.58B,1998,Technology,EDP Services,http://www.nasdaq.com/symbol/vrsn
VRSK,"Verisk Analytics, Inc.",83.65,$13.83B,2009,Technology,EDP Services,http://www.nasdaq.com/symbol/vrsk
VBTX,"Veritex Holdings, Inc.",27.35,$416.53M,2014,Finance,Major Banks,http://www.nasdaq.com/symbol/vbtx
VERI,"Veritone, Inc.",11.54,$172.22M,2017,Technology,EDP Services,http://www.nasdaq.com/symbol/veri
VRML,"Vermillion, Inc.",1.9,$106.57M,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/vrml
VRNA,Verona Pharma plc,11.95,$156.67M,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/vrna
VSAR,"Versartis, Inc.",17.45,$614.4M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/vsar
VTNR,"Vertex Energy, Inc",1.05,$33.76M,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/vtnr
VRTX,Vertex Pharmaceuticals Incorporated,130.35,$32.47B,1991,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/vrtx
VIA,Viacom Inc.,38.05,$15.29B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/via
VIAB,Viacom Inc.,33.2,$11.54B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/viab
VSAT,"ViaSat, Inc.",64.07,$3.69B,1996,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/vsat
VIAV,Viavi Solutions Inc.,10.91,$2.48B,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/viav
VICL,Vical Incorporated,2.65,$29.4M,1993,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/vicl
VICR,Vicor Corporation,18.425,$720.5M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/vicr
CIZ,VictoryShares Developed Enhanced Volatility Wtd ETF,32.21,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ciz
VSDA,VictoryShares Dividend Accelerator ETF,26,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vsda
CEZ,VictoryShares Emerging Market Volatility Wtd ETF,28.116,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cez
CID,VictoryShares International High Div Volatility Wtd ETF,34.365,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cid
CIL,VictoryShares International Volatility Wtd ETF,37.1375,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cil
CFO,VictoryShares US 500 Enhanced Volatility Wtd ETF,44.12,$30.88M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cfo
CFA,VictoryShares US 500 Volatility Wtd ETF,44.1604,$8.83M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cfa
CSF,VictoryShares US Discovery Enhanced Volatility Wtd ETF,41.52,$22.84M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/csf
CDC,VictoryShares US EQ Income Enhanced Volatility Wtd ETF,43.155,$28.05M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cdc
CDL,VictoryShares US Large Cap High Div Volatility Wtd ETF,42.03,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cdl
VSMV,VictoryShares US Multi-Factor Minimum Volatility ETF,24.87,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vsmv
CSB,VictoryShares US Small Cap High Div Volatility Wtd ETF,40.37,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/csb
CSA,VictoryShares US Small Cap Volatility Wtd ETF,42.43,$2.17B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/csa
VBND,Vident Core U.S. Bond Strategy Fund,49.37,$424.58M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vbnd
VUSE,Vident Core US Equity ETF,29.76,$452.35M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vuse
VIDI,Vident International Equity Fund,25.37,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vidi
VDTH,Videocon d2h Limited,9.66,$1.01B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/vdth
VRAY,"ViewRay, Inc.",6.29,$360.94M,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/vray
VKTX,"Viking Therapeutics, Inc.",1.07,$29.64M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/vktx
VKTXW,"Viking Therapeutics, Inc.",0.4,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/vktxw
VBFC,Village Bank and Trust Financial Corp.,31,$44.32M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/vbfc
VLGEA,"Village Super Market, Inc.",24.46,$352.65M,n/a,Consumer Services,Food Chains,http://www.nasdaq.com/symbol/vlgea
VNOM,Viper Energy Partners LP,15.74,$1.54B,2014,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/vnom
VIRC,Virco Manufacturing Corporation,5.15,$78.18M,n/a,Consumer Durables,Industrial Specialties,http://www.nasdaq.com/symbol/virc
VIRT,"Virtu Financial, Inc.",17.55,$2.45B,2015,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/virt
VRTS,"Virtus Investment Partners, Inc.",111.95,$806.38M,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/vrts
VRTSP,"Virtus Investment Partners, Inc.",102.17,n/a,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/vrtsp
VRTU,Virtusa Corporation,29.05,$874.97M,2007,Technology,EDP Services,http://www.nasdaq.com/symbol/vrtu
VTGN,"VistaGen Therapeutics, Inc.",1.81,$16.84M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/vtgn
VTL,"Vital Therapies, Inc.",2.9,$122.4M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/vtl
VIVE,"Viveve Medical, Inc.",7.3,$141.29M,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/vive
VVPR,VivoPower International PLC,3.95,$53.55M,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/vvpr
VVUS,"VIVUS, Inc.",1.23,$129.99M,1994,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/vvus
VOD,Vodafone Group Plc,28.68,$76.35B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/vod
VOXX,VOXX International Corporation,8.75,$211.4M,n/a,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/voxx
VYGR,"Voyager Therapeutics, Inc.",9.35,$251.07M,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/vygr
VSEC,VSE Corporation,44.98,$487.51M,n/a,Consumer Services,Military/Government/Technical,http://www.nasdaq.com/symbol/vsec
VTVT,vTv Therapeutics Inc.,5.1,$167.34M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/vtvt
VUZI,Vuzix Corporation,7,$142.86M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/vuzi
VWR,VWR Corporation,33.05,$4.36B,2014,Consumer Durables,Diversified Electronic Products,http://www.nasdaq.com/symbol/vwr
WBA,"Walgreens Boots Alliance, Inc.",77.47,$82.9B,n/a,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/wba
WAFD,"Washington Federal, Inc.",33.5,$3B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/wafd
WAFDW,"Washington Federal, Inc.",17.27,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/wafdw
WASH,"Washington Trust Bancorp, Inc.",52.55,$904.18M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/wash
WFBI,WashingtonFirst Bankshares Inc,34.53,$449.64M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/wfbi
WSBF,"Waterstone Financial, Inc.",18.9,$556.78M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/wsbf
WVE,WAVE Life Sciences Ltd.,18.2,$504.46M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/wve
WAYN,Wayne Savings Bancshares Inc.,17.4,$48.4M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/wayn
WSTG,"Wayside Technology Group, Inc.",18.7,$84.39M,n/a,Technology,Retail: Computer Software & Peripheral Equipment,http://www.nasdaq.com/symbol/wstg
WCFB,"WCF Bancorp, Inc.",10.25,$26.26M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/wcfb
WDFC,WD-40 Company,110.65,$1.56B,1973,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/wdfc
FLAG,WeatherStorm Forensic Accounting Long Short ETF,38.738,$15.5M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/flag
WEB,"Web.com Group, Inc.",24.05,$1.23B,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/web
WBMD,WebMD Health Corp,59.1,$2.24B,2005,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/wbmd
WCST,"Wecast Network, Inc.",1.8,$111.62M,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/wcst
WB,Weibo Corporation,69.42,$15.14B,2014,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/wb
WEBK,"Wellesley Bancorp, Inc.",26.9,$66.84M,2012,Finance,Banks,http://www.nasdaq.com/symbol/webk
WEN,Wendy&#39;s Company (The),15.6,$3.83B,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/wen
WERN,"Werner Enterprises, Inc.",29.75,$2.15B,1986,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/wern
WSBC,"WesBanco, Inc.",40.67,$1.79B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/wsbc
WTBA,West Bancorporation,24.05,$389.3M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/wtba
WSTC,West Corporation,23.31,$1.98B,2013,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/wstc
WMAR,"West Marine, Inc.",12.845,$324.7M,1993,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/wmar
WABC,Westamerica Bancorporation,56.63,$1.49B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/wabc
WBB,"Westbury Bancorp, Inc.",20.25,$81.76M,2013,Finance,Major Banks,http://www.nasdaq.com/symbol/wbb
WSTL,"Westell Technologies, Inc.",3.05,$11.85M,1995,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/wstl
WDC,Western Digital Corporation,86.94,$25.32B,n/a,Technology,Electronic Components,http://www.nasdaq.com/symbol/wdc
WNEB,"Western New England Bancorp, Inc.",10.6,$326.37M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/wneb
WLB,Westmoreland Coal Company,4.53,$84.54M,n/a,Energy,Coal Mining,http://www.nasdaq.com/symbol/wlb
WPRT,Westport Fuel Systems Inc,1.93,$212.51M,n/a,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/wprt
WEYS,"Weyco Group, Inc.",28.01,$291.41M,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/weys
WHLR,"Wheeler Real Estate Investment Trust, Inc.",10.34,$89.16M,2012,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/whlr
WHLRD,"Wheeler Real Estate Investment Trust, Inc.",23.13,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/whlrd
WHLRP,"Wheeler Real Estate Investment Trust, Inc.",22.125,$15.93M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/whlrp
WHLRW,"Wheeler Real Estate Investment Trust, Inc.",0.1352,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/whlrw
WHF,"WhiteHorse Finance, Inc.",13.29,$243.45M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/whf
WHFBL,"WhiteHorse Finance, Inc.",25.8,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/whfbl
WFM,"Whole Foods Market, Inc.",42,$13.43B,n/a,Consumer Services,Food Chains,http://www.nasdaq.com/symbol/wfm
WHLM,"Wilhelmina International, Inc.",7.47,$40.2M,n/a,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/whlm
WVVI,"Willamette Valley Vineyards, Inc.",8.045,$40.23M,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/wvvi
WVVIP,"Willamette Valley Vineyards, Inc.",5.05,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/wvvip
WLDN,"Willdan Group, Inc.",32.05,$275.9M,2006,Consumer Services,Military/Government/Technical,http://www.nasdaq.com/symbol/wldn
WLFC,Willis Lease Finance Corporation,26.96,$174.27M,1996,Consumer Durables,Industrial Specialties,http://www.nasdaq.com/symbol/wlfc
WLTW,Willis Towers Watson Public Limited Company,146.32,$19.78B,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/wltw
WIN,"Windstream Holdings, Inc.",3.71,$706.73M,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/win
WING,Wingstop Inc.,30.52,$884.38M,2015,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/wing
WINA,Winmark Corporation,131.25,$547.28M,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/wina
WINS,Wins Finance Holdings Inc.,205.01,$4.07B,2014,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/wins
WTFC,Wintrust Financial Corporation,78.41,$4.36B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/wtfc
WTFCM,Wintrust Financial Corporation,27.83,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/wtfcm
WTFCW,Wintrust Financial Corporation,54.05,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/wtfcw
AGZD,WisdomTree Barclays Interest Rate Hedged U.S. Aggregate Bond F,47.95,$23.98M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/agzd
AGND,WisdomTree Barclays Negative Duration U.S. Aggregate Bond Fund,43.92,$13.18M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/agnd
CXSE,WisdomTree China ex-State-Owned Enterprises Fund,66.06,$11.56M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cxse
EMCG,WisdomTree Emerging Markets Consumer Growth Fund,23.27,$25.6M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/emcg
EMCB,WisdomTree Emerging Markets Corporate Bond Fund,71.4,$49.98M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/emcb
DGRE,WisdomTree Emerging Markets Quality Dividend Growth Fund,23.766,$54.66M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dgre
DXGE,WisdomTree Germany Hedged Equity Fund,30.34,$122.88M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dxge
